[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond]
3mt9,18O,4.590066876668706,2.05,2011,PDB,False
2y68,T04,3.596879478824182,1.49,2011,PDB,False
3nc4,26O,4.575118363368933,2.07,2011,PDB,False
2ybs,S2G,4.585026652029182,2.32,2011,PDB,False
2ycm,30A,3.562249437179612,1.80,2011,PDB,False
3p4w,DSF,4.568636235841013,3.20,2011,PDB,False
3mt8,17T,4.548213564475709,2.00,2011,PDB,False
3otx,AP5,4.531652669587843,1.55,2011,PDB,False
3pvu,QRW,6.5376020021010435,2.48,2011,PDB,False
2y67,N21,3.5346171485515816,1.85,2011,PDB,False
3thb,3TA,8.698970004336019,2.50,2011,PDB,False
3spk,TPV,8.51999305704285,1.24,2011,PDB,False
3ro0,TPT,4.496345480757041,1.50,2011,PDB,False
3mtd,25E,3.467882883751196,2.10,2011,PDB,False
3shz,5CO,7.444905551421681,2.45,2011,PDB,False
2ydm,SLC,7.438898616350944,2.44,2011,PDB,False
3as2,POY,3.4436974992327127,1.80,2011,PDB,False
3ms7,22S,3.431798275933005,1.95,2011,PDB,False
3zqt,30Z,4.411168274405793,2.29,2011,PDB,False
3rl4,5GP,5.42021640338319,1.29,2011,PDB,False
3p23,ADP,4.42021640338319,2.70,2011,PDB,False
3np9,Z2T,4.400116927926312,2.00,2011,PDB,False
2xyu,Q9G,5.346787486224656,2.12,2011,PDB,False
3mrx,17S,3.3909394500699133,1.95,2011,PDB,False
2xo8,H70,4.3260580013659125,2.40,2011,PDB,False
3msc,24S,3.314975214894286,1.95,2011,PDB,False
3sz9,I3E,5.267606240177032,2.10,2011,PDB,False
3mqf,20X,5.2441251443275085,1.95,2011,PDB,False
3mta,22O,4.297569463554475,2.23,2011,PDB,False
3l9m,L9M,7.301029995663981,1.90,2011,PDB,False
3ms4,21N,3.280420142286277,2.07,2011,PDB,False
3rhk,M97,6.261219441515631,1.94,2011,PDB,False
3pvw,QRX,7.267606240177032,2.49,2011,PDB,False
3rl3,5GP,7.173925197299173,1.42,2011,PDB,False
2ycr,HCW,7.157390760389438,2.20,2011,PDB,False
3pz4,3PZ,8.221848749616356,2.10,2011,PDB,False
3tu9,5MM,5.1249387366083,2.09,2011,PDB,False
3pz1,3PZ,6.140261433802853,1.95,2011,PDB,False
3pz2,3PZ,6.140261433802853,2.35,2011,PDB,False
3s2a,2NQ,8.09151498112135,2.55,2011,PDB,False
2y1o,T26,5.086186147616283,1.49,2011,PDB,False
3l9n,L9N,8.065501548756432,2.00,2011,PDB,False
3shy,5FO,7.041436116778033,2.65,2011,PDB,False
3mt7,16O,4.030584087646019,2.00,2011,PDB,False
3as1,CTI,4.022276394711152,2.00,2011,PDB,False
3np7,Z15,4.022276394711152,2.05,2011,PDB,False
3arp,DEQ,7.154901959985743,1.55,2011,PDB,False
3u0d,DBH,9.995678626217357,2.51,2011,PDB,False
3t2v,KKJ,6.987162775294828,2.51,2011,PDB,False
3m93,M7G,6.619788758288394,2.90,2011,PDB,False
3muf,S3P,6.494850021680094,2.30,2011,PDB,False
3tf6,DBH,6.3979400086720375,2.35,2011,PDB,False
2y1w,849,6.3325470471100465,2.10,2011,PDB,False
3arq,DM5,6.3979400086720375,1.50,2011,PDB,False
3arw,CTI,6.154901959985743,1.50,2011,PDB,False
3sjt,5AB,6.055517327849832,1.60,2011,PDB,False
3qc9,ADP,6.055517327849832,2.70,2011,PDB,False
3arz,I5I,6.0,1.82,2011,PDB,False
3ary,I5I,6.0,1.35,2011,PDB,False
2y7w,SAL,4.983802646487561,2.89,2011,PDB,False
3n2e,OSA,4.958607314841775,2.53,2011,PDB,False
3qs6,TRP,4.892790030352131,2.80,2011,PDB,False
2xxy,KAI,7.889410289700751,3.00,2011,PDB,False
3qip,P4Y,6.889410289700751,2.09,2011,PDB,False
3od0,PCG,7.920818753952375,2.90,2011,PDB,False
3pjt,C2E,4.882728704344236,2.52,2011,PDB,False
3zyf,147,4.85078088734462,1.94,2011,PDB,False
3qio,QID,6.841637507904751,1.40,2011,PDB,False
3qs5,TRP,4.707743928643524,2.60,2011,PDB,False
3q6z,APR,3.7166987712964503,2.23,2011,PDB,False
3arv,SAU,5.638272163982407,1.50,2011,PDB,False
3o75,F1X,6.679853713888946,2.30,2011,PDB,False
3qs4,TRP,4.6777807052660805,2.63,2011,PDB,False
3iny,7DG,3.6635402661514704,2.75,2011,PDB,False
3ubx,09N,7.598599459218456,3.10,2011,PDB,False
3sl1,FB6,3.5850266520291822,1.90,2011,PDB,False
3q6w,Q6W,7.568636235841013,1.75,2011,PDB,False
3skk,4U7,4.468521082957745,1.70,2011,PDB,False
3tvw,07H,4.431798275933005,2.80,2011,PDB,False
3arr,PNX,5.3979400086720375,1.65,2011,PDB,False
3q6k,SRO,8.366531544420413,2.52,2011,PDB,False
3arx,POY,5.327902142064283,1.16,2011,PDB,False
3tv5,RCP,5.318758762624412,2.80,2011,PDB,False
3ry8,FLC,3.337242168318426,1.40,2011,PDB,False
3qt7,FM0,7.309803919971486,2.20,2011,PDB,False
3tdj,3TJ,5.251811972993799,1.95,2011,PDB,False
3tkw,017,5.267606240177032,1.55,2012,PDB,False
3tz2,CLT,5.2441251443275085,2.85,2012,PDB,False
4b1j,A1R,7.301029995663981,2.08,2012,PDB,False
4i3z,ADP,4.289882634888184,2.05,2012,PDB,False
3zsx,N44,3.2848326421515424,1.95,2012,PDB,False
3uoj,0C5,7.292429823902063,2.90,2012,PDB,False
4fl1,ANP,3.283996656365201,1.79,2012,PDB,False
4avh,FK9,7.22548303427145,2.10,2012,PDB,False
3zsy,OM3,3.2254830342714507,2.20,2012,PDB,False
4g0z,5GP,2.212539525481585,1.75,2012,PDB,False
4a6s,GS9,5.200659450546418,2.15,2012,PDB,False
4duh,RLI,5.180456064458132,1.50,2012,PDB,False
4fqo,AZ3,5.161150909262744,1.65,2012,PDB,False
4av5,FYZ,7.214670164989233,1.40,2012,PDB,False
2ymd,SRO,3.1592667653881934,1.96,2012,PDB,False
4ay6,12V,5.1249387366083,3.30,2012,PDB,False
3zso,O2N,5.119186407719209,1.75,2012,PDB,False
4dcs,GDP,5.096910013008056,2.25,2012,PDB,False
3tb6,ARB,5.075720713938118,2.21,2012,PDB,False
3tz0,03H,5.036212172654444,2.50,2012,PDB,False
3usx,MYR,5.020907099361674,2.28,2012,PDB,False
3vje,ZGA,8.013228265733755,2.12,2012,PDB,False
4av4,FVQ,7.0254883072626715,1.90,2012,PDB,False
3ztd,ZTD,4.016824927962187,2.79,2012,PDB,False
4euo,ABU,5.045757490560675,1.28,2012,PDB,False
3vdc,IPT,4.920818753952375,2.55,2012,PDB,False
3vd4,IPT,4.823908740944319,2.00,2012,PDB,False
3vd7,GTZ,4.481486060122113,2.87,2012,PDB,False
4dq2,BTX,7.522878745280337,2.50,2012,PDB,False
3uz5,0CU,7.221848749616356,1.90,2012,PDB,False
3v7s,36F,7.045757490560675,3.10,2012,PDB,False
3vd9,IPT,4.0,2.05,2012,PDB,False
3sud,SUE,9.853871964321762,1.96,2012,PDB,False
4b7q,ZMR,9.744727494896694,2.73,2012,PDB,False
4b7r,G39,9.638272163982407,1.90,2012,PDB,False
4afh,L0B,9.537602002101044,1.88,2012,PDB,False
4fns,DGJ,6.698970004336019,2.60,2012,PDB,False
3s9y,FNU,6.443697499232713,1.70,2012,PDB,False
3vf5,031,9.337242168318426,1.25,2012,PDB,False
3vfa,031,9.187086643357144,1.43,2012,PDB,False
3su3,SU3,9.130768280269024,1.30,2012,PDB,False
3vf7,031,9.096910013008056,1.30,2012,PDB,False
3sue,SUE,9.075720713938118,2.20,2012,PDB,False
3vfb,031,9.036212172654444,1.55,2012,PDB,False
3t3e,GPQ,5.991399828238082,2.15,2012,PDB,False
3u6h,03X,9.0,2.00,2012,PDB,False
3zv7,NHG,5.920818753952375,2.26,2012,PDB,False
4gqq,0XR,2.886056647693163,1.35,2012,PDB,False
4do5,DGJ,5.8297382846050425,1.51,2012,PDB,False
3qqs,17C,5.823908740944319,1.97,2012,PDB,False
4dld,TZG,5.823908740944319,2.00,2012,PDB,False
4b7n,ZMR,8.782516055786093,2.84,2012,PDB,False
4g8v,0EY,5.795880017344075,1.70,2012,PDB,False
4a95,9MT,5.761953896871205,1.55,2012,PDB,False
3v7c,C77,5.73754891026957,2.70,2012,PDB,False
3t3h,GPV,5.7121982700697735,2.60,2012,PDB,False
3shc,B01,5.721246399047171,1.90,2012,PDB,False
4fai,PBD,6.994390554639719,1.65,2012,PDB,False
4fbe,PBD,6.994390554639719,1.88,2012,PDB,False
3ump,ATP,2.9888526392242025,1.85,2012,PDB,False
4b7j,G39,7.954677021213342,2.42,2012,PDB,False
3u7n,UHF,7.950781977329818,2.30,2012,PDB,False
3uxk,BHO,4.931814138253839,2.20,2012,PDB,False
4gqr,MYC,3.958607314841775,1.20,2012,PDB,False
3twp,SAL,3.9244530386074694,1.83,2012,PDB,False
3veh,0GA,4.958607314841775,2.00,2012,PDB,False
3t3d,CJB,4.906928693623937,2.50,2012,PDB,False
4b5d,SW4,7.892790030352131,2.20,2012,PDB,False
3umo,ATP,3.889410289700751,1.70,2012,PDB,False
3rv9,RVD,4.920818753952375,2.14,2012,PDB,False
3si4,B04,3.8787685448503786,1.27,2012,PDB,False
3spf,B50,3.8601209135987635,1.70,2012,PDB,False
4gzp,G39,7.844663962534938,2.30,2012,PDB,False
3sut,OAN,7.853871964321762,1.90,2012,PDB,False
3rv7,RVB,4.853871964321762,2.50,2012,PDB,False
4eu3,CIT,0.8239087409443188,1.58,2012,PDB,False
3r88,14F,4.823908740944319,1.73,2012,PDB,False
3su0,TSV,6.790484985457369,1.16,2012,PDB,False
3t3i,GPW,4.769551078621726,2.65,2012,PDB,False
4gzt,G39,7.769551078621726,2.19,2012,PDB,False
4a51,DQ8,6.730954290342377,2.75,2012,PDB,False
3qs8,17D,4.7447274948966935,2.00,2012,PDB,False
3r6c,17N,4.721246399047171,1.83,2012,PDB,False
4h4b,11H,2.6989700043360187,2.90,2012,PDB,False
4f1s,F1S,8.698970004336019,3.00,2012,PDB,False
4fcf,MA4,8.619788758288394,1.09,2012,PDB,False
3u78,E67,5.6020599913279625,2.69,2012,PDB,False
3sha,P97,5.585026652029182,1.52,2012,PDB,False
3v7x,D7A,8.568636235841012,1.03,2012,PDB,False
3uzj,0CT,5.549750891680639,1.69,2012,PDB,False
3su1,TSV,6.681936665037238,1.40,2012,PDB,False
3suw,GC2,4.698970004336019,1.90,2012,PDB,False
4gkh,0J9,4.667561540084395,1.86,2012,PDB,False
3qtv,06P,4.647817481888637,1.63,2012,PDB,False
3st6,RVE,3.619788758288394,1.75,2012,PDB,False
4g8y,0FT,4.58838029403677,1.80,2012,PDB,False
4bc5,5FX,4.6020599913279625,1.98,2012,PDB,False
3su5,SU3,5.579219380451435,1.55,2012,PDB,False
3sym,GP0,4.567030709125595,2.40,2012,PDB,False
3suf,SUE,7.555955204081924,2.19,2012,PDB,False
3rr4,HRD,4.55206713440782,1.68,2012,PDB,False
3suv,NOK,4.552841968657781,1.60,2012,PDB,False
3vdb,149,2.518557371497695,2.05,2012,PDB,False
3t3g,GPU,5.485452247339714,2.40,2012,PDB,False
3u7s,017,8.431798275933005,2.05,2012,PDB,False
4fev,PP1,5.42021640338319,1.89,2012,PDB,False
4g90,0G0,4.511449283499556,1.90,2012,PDB,False
4eky,D1J,3.518557371497695,2.45,2012,PDB,False
4el0,D1K,4.489454989793388,2.40,2012,PDB,False
4ej2,D1F,2.4943074925878,2.65,2012,PDB,False
4eke,D1I,4.476253533188435,2.60,2012,PDB,False
4dhl,0K7,4.481486060122113,2.30,2012,PDB,False
4gki,0JN,4.46344155742847,1.88,2012,PDB,False
3u7m,FHF,7.454692883534176,2.15,2012,PDB,False
3rbu,G88,9.431798275933005,1.60,2012,PDB,False
4dsy,0LO,4.431798275933005,2.30,2012,PDB,False
3s5y,DGJ,7.407823242604133,2.10,2012,PDB,False
3uxd,0CU,4.405607449624573,1.80,2012,PDB,False
3tll,62D,4.3890206200770026,1.37,2012,PDB,False
3zzf,NLG,0.3979400086720376,2.20,2012,PDB,False
4dt2,0LV,4.366531544420414,2.70,2012,PDB,False
3su2,TSV,7.348721986001856,1.50,2012,PDB,False
4eo4,SSA,6.346787486224656,2.87,2012,PDB,False
4do4,DJN,7.292429823902063,1.40,2012,PDB,False
3u7l,UDB,7.280668713016273,2.01,2012,PDB,False
4alx,IZN,7.2839966563652006,2.30,2012,PDB,False
3qwc,98P,4.2564902352715706,1.75,2012,PDB,False
3su4,SU3,6.2564902352715706,2.25,2012,PDB,False
3t3c,017,10.229147988357855,2.10,2012,PDB,False
4afg,QMR,8.301029995663981,2.00,2012,PDB,False
4few,PP2,5.2076083105017466,1.98,2012,PDB,False
3uu1,14B,5.200659450546418,1.82,2012,PDB,False
3s1g,ITE,5.187086643357144,1.82,2012,PDB,False
3sug,SUE,6.2076083105017466,1.80,2012,PDB,False
3qx5,02P,4.197226274708024,1.35,2012,PDB,False
3sv2,P05,4.1938200260161125,1.30,2012,PDB,False
3si3,B03,4.159266765388193,1.55,2012,PDB,False
3uf9,FST,2.109020403010311,2.68,2012,PDB,False
3syr,GPK,5.102372908709558,2.40,2012,PDB,False
3v4x,F24,6.154901959985743,1.95,2012,PDB,False
3sur,NGT,4.154901959985743,1.90,2012,PDB,False
3sus,GNL,4.1487416512809245,1.80,2012,PDB,False
3qto,10P,4.126098402135539,1.52,2012,PDB,False
3sm0,AEK,6.130768280269024,1.57,2012,PDB,False
3vbd,0FZ,8.065501548756432,1.05,2012,PDB,False
3u7k,MDB,7.071092309756048,1.90,2012,PDB,False
4f9u,PBD,6.025028005701931,1.80,2012,PDB,False
4f9v,PBD,6.025028005701931,2.10,2012,PDB,False
3su6,SU3,6.018634490921456,1.10,2012,PDB,False
4gjd,0N0,8.522878745280337,2.65,2013,PDB,False
4c4g,7RO,8.221848749616356,2.65,2013,PDB,False
4bty,JWF,7.698970004336019,3.10,2013,PDB,False
4c4i,X20,7.657577319177793,2.65,2013,PDB,False
4c4e,4T9,7.6020599913279625,2.60,2013,PDB,False
4hyf,1AK,7.6020599913279625,2.80,2013,PDB,False
4c4f,7CE,7.585026652029182,2.36,2013,PDB,False
4i6q,1DT,7.522878745280337,1.85,2013,PDB,False
4ivs,VSI,7.356547323513813,2.64,2013,PDB,False
4k69,1P9,7.3979400086720375,1.50,2013,PDB,False
4btw,JW7,7.1487416512809245,2.80,2013,PDB,False
4ju3,1O1,7.070581074285707,2.00,2013,PDB,False
4jve,1MQ,7.0655015487564325,2.30,2013,PDB,False
4mq2,2C4,7.013228265733755,2.80,2013,PDB,False
4gjc,0MJ,7.045757490560675,2.40,2013,PDB,False
4j51,N75,6.586700235918748,2.30,2013,PDB,False
4byj,FH5,6.568636235841013,2.75,2013,PDB,False
4brx,KGW,6.494850021680094,2.05,2013,PDB,False
4ju4,1O3,6.468521082957745,2.40,2013,PDB,False
4ez5,0RS,6.522878745280337,2.70,2013,PDB,False
4cfw,SQ9,6.292429823902063,2.45,2013,PDB,False
4c35,NU3,6.251811972993799,2.19,2013,PDB,False
4ikr,PVP,6.229147988357856,1.78,2013,PDB,False
4gw6,LF2,6.200659450546418,2.65,2013,PDB,False
4ikt,TFV,6.173925197299173,1.60,2013,PDB,False
4ju6,1O6,6.173925197299173,2.20,2013,PDB,False
4ju7,1O6,6.173925197299173,2.20,2013,PDB,False
3zc6,VFC,9.221848749616356,2.42,2013,PDB,False
4ivt,VTI,5.995678626217358,1.60,2013,PDB,False
4jv7,1MN,6.0,2.20,2013,PDB,False
4mcv,29K,8.886056647693163,2.73,2013,PDB,False
4hvd,933,8.853871964321762,1.85,2013,PDB,False
3zlo,X8U,8.823908740944319,2.60,2013,PDB,False
4iku,SHX,5.747146969020107,1.30,2013,PDB,False
4jv9,1MO,5.7447274948966935,2.50,2013,PDB,False
4bdc,ODH,4.931814138253839,3.00,2013,PDB,False
4jbs,P52,7.958607314841775,2.79,2013,PDB,False
4jx7,1N6,6.910094888560602,2.40,2013,PDB,False
4j4o,D44,6.903089986991944,1.73,2013,PDB,False
4kqq,VPP,3.899629454882437,2.10,2013,PDB,False
4kqr,VPP,3.899629454882437,2.01,2013,PDB,False
4lqy,AMP,3.889410289700751,1.54,2013,PDB,False
3ukr,CKH,4.920818753952375,2.48,2013,PDB,False
4j4n,D44,6.87942606879415,2.75,2013,PDB,False
3wax,DWX,7.886056647693163,1.90,2013,PDB,False
4bde,CWS,4.798602875679548,2.55,2013,PDB,False
4ie5,MD6,4.823908740944319,1.95,2013,PDB,False
4hvg,19Q,7.769551078621726,2.75,2013,PDB,False
4c38,VUP,7.7594507517174005,1.58,2013,PDB,False
4ipf,1F0,7.7447274948966935,1.70,2013,PDB,False
4jhq,B6F,7.7447274948966935,1.99,2013,PDB,False
4hvh,19R,7.721246399047171,2.30,2013,PDB,False
4c37,Z21,7.705533773838407,1.70,2013,PDB,False
4l8m,F46,9.0,2.10,2013,PDB,False
4hxl,1A9,5.657577319177793,1.52,2013,PDB,False
4bda,VFB,5.568636235841013,2.60,2013,PDB,False
4ie6,UN9,5.552841968657781,2.50,2013,PDB,False
4bdi,HAU,3.6426369693848573,2.32,2013,PDB,False
3way,DWY,7.657577319177793,1.75,2013,PDB,False
3zep,1NX,7.657577319177793,2.35,2013,PDB,False
4eyr,RIT,6.6252516539898965,1.80,2013,PDB,False
4fxj,PHE,3.619788758288394,2.90,2013,PDB,False
4nrc,2LY,3.6179829574251317,1.86,2013,PDB,False
4ie4,8XQ,5.481486060122113,2.50,2013,PDB,False
4bdk,RQQ,5.443697499232713,3.30,2013,PDB,False
3zlv,HI6,3.5228787452803374,2.50,2013,PDB,False
4bcd,TDV,7.481486060122112,1.50,2013,PDB,False
4bdd,Z0O,4.432973633840939,2.67,2013,PDB,False
4nrb,2LX,4.42021640338319,2.08,2013,PDB,False
4c4j,X21,8.522878745280337,2.50,2013,PDB,False
4jlh,0L9,5.3979400086720375,2.09,2013,PDB,False
4hxs,1A3,5.3872161432802645,1.43,2013,PDB,False
4hxr,1A4,5.3872161432802645,1.53,2013,PDB,False
4mvh,2F5,8.346787486224656,2.50,2013,PDB,False
3v3m,0EN,5.318758762624412,1.96,2013,PDB,False
4idz,OGA,4.356547323513813,2.46,2013,PDB,False
4k2y,ES2,3.3279021420642825,2.30,2013,PDB,False
4k60,1P8,3.2441251443275085,1.50,2013,PDB,False
3waw,DWW,6.236572006437063,1.95,2013,PDB,False
4jvi,QZN,5.301029995663981,2.90,2013,PDB,False
4ixh,Q21,8.214670164989233,2.10,2013,PDB,False
4fxf,FBP,5.187086643357144,2.55,2013,PDB,False
4klb,1RV,4.164309428507575,2.62,2013,PDB,False
4hvi,19S,7.161780778092374,2.40,2013,PDB,False
4c4h,7RO,8.221848749616356,2.80,2013,PDB,False
4kju,1RH,8.221848749616356,1.60,2013,PDB,False
4iks,TFD,5.140861702705469,1.70,2013,PDB,False
4bdj,Z2M,5.142667503568732,3.01,2013,PDB,False
4bdg,P3J,4.1180450286604,2.84,2013,PDB,False
4bdh,WVI,4.114638779968488,2.70,2013,PDB,False
4do3,0LA,4.102372908709558,2.25,2013,PDB,False
4ie0,PD2,5.080921907623926,2.53,2013,PDB,False
4jkt,04A,7.094743951251549,2.77,2013,PDB,False
4bdf,H3R,4.090979145788844,2.70,2013,PDB,False
4bdb,ODO,4.0675262353228465,2.50,2013,PDB,False
4ie7,RHN,5.045757490560675,2.60,2013,PDB,False
4muw,2F4,8.013228265733755,2.64,2013,PDB,False
4byi,FH3,8.045757490560675,2.60,2013,PDB,False
4kln,AGS,7.698970004336019,2.62,2013,PDB,False
4fil,0UE,7.468521082957745,2.40,2013,PDB,False
4ggz,BTN,10.18045606445813,1.75,2013,PDB,False
4cfe,992,7.221848749616356,3.02,2013,PDB,False
4ko8,AGS,7.154901959985743,1.98,2013,PDB,False
4i54,1C1,6.958607314841775,2.50,2013,PDB,False
4jyb,GNP,6.958607314841775,2.10,2013,PDB,False
4g4p,GLN,6.886056647693163,1.50,2013,PDB,False
4jyc,GDP,6.698970004336019,2.20,2013,PDB,False
4iuo,QIC,3.638272163982407,1.80,2013,PDB,False
4gqp,B40,9.602059991327963,2.00,2013,PDB,False
4jgv,T94,6.568636235841013,3.01,2013,PDB,False
4io2,GLU,6.698970004336019,1.37,2013,PDB,False
4n07,2J9,6.455931955649724,1.87,2013,PDB,False
4jfk,JFK,6.443697499232713,1.15,2013,PDB,False
3zll,4WF,6.403402904373539,2.00,2013,PDB,False
4cff,C1V,6.3979400086720375,3.92,2013,PDB,False
3w07,U5P,3.3767507096020997,1.03,2013,PDB,False
3v2p,STE,6.356547323513813,1.87,2013,PDB,False
3zk6,H1I,6.337242168318426,2.48,2013,PDB,False
3w9k,MYR,6.318758762624412,1.80,2013,PDB,False
3v2q,PLM,6.292429823902063,2.20,2013,PDB,False
4jbl,MET,3.2676062401770314,2.00,2013,PDB,False
4hwb,NHE,9.244125144327509,2.61,2013,PDB,False
4ddh,MS0,3.3010299956639813,2.07,2013,PDB,False
4mjo,2C1,6.221848749616356,2.40,2013,PDB,False
4fht,DHB,6.173925197299173,2.15,2013,PDB,False
4irx,INS,6.119186407719209,1.45,2013,PDB,False
4hmk,LEU,6.102372908709558,3.00,2013,PDB,False
4hod,LEU,6.102372908709558,3.30,2013,PDB,False
4de5,0JD,3.154901959985743,2.25,2013,PDB,False
4fzj,0W1,3.154901959985743,1.63,2013,PDB,False
4jnj,BTN,9.070581074285707,1.90,2013,PDB,False
4io3,ASP,6.060480747381382,1.66,2013,PDB,False
4l50,D8X,6.055517327849832,2.10,2013,PDB,False
3v2n,MYR,6.096910013008056,1.80,2013,PDB,False
4hbn,CMP,6.096910013008056,2.60,2013,PDB,False
4g5f,0JD,3.0457574905606752,2.33,2013,PDB,False
4kqp,GLN,6.045757490560675,0.95,2013,PDB,False
4az5,NGW,5.991399828238082,1.73,2013,PDB,False
4nkt,2KH,5.966576244513051,1.90,2013,PDB,False
4dlj,6RG,5.920818753952375,2.60,2013,PDB,False
4ef6,I2E,2.9208187539523753,1.94,2013,PDB,False
4azc,NGW,5.860120913598763,2.09,2013,PDB,False
4jn4,ATP,5.860120913598763,2.30,2013,PDB,False
4jne,ATP,5.860120913598763,1.96,2013,PDB,False
4jv8,1M1,5.847711655616943,1.45,2013,PDB,False
4l4v,1VY,5.782516055786094,1.90,2013,PDB,False
4g5y,0OC,2.769551078621726,1.80,2013,PDB,False
4lps,GDP,5.7447274948966935,2.00,2013,PDB,False
4jfl,1KY,4.978810700930062,1.20,2013,PDB,False
4att,HNV,6.980468315468745,1.25,2013,PDB,False
4ceb,ZSV,2.96657624451305,1.75,2013,PDB,False
4bup,SAM,4.950781977329818,2.17,2013,PDB,False
4ido,GDP,4.9344202852715515,2.09,2013,PDB,False
4bi6,PGA,3.9457700901366026,1.45,2013,PDB,False
4mr4,1K0,5.942333896090171,1.66,2013,PDB,False
4mr3,1K0,5.942333896090171,1.68,2013,PDB,False
4j2t,1HT,7.958607314841775,3.20,2013,PDB,False
4c73,TLH,4.91721462968355,1.80,2013,PDB,False
4c0r,GDS,4.913640169325252,1.55,2013,PDB,False
4lil,UTP,4.903089986991944,2.60,2013,PDB,False
4ipj,LMR,4.869666231504994,2.15,2013,PDB,False
4kn1,04J,6.841637507904751,2.30,2013,PDB,False
4cgj,NZL,2.835647144215563,2.15,2013,PDB,False
4io6,MET,4.82102305270683,1.60,2013,PDB,False
4aq6,OMD,4.801342913045577,1.98,2013,PDB,False
4bks,X6C,3.8239087409443187,2.20,2013,PDB,False
4ear,IM5,9.821023052706831,1.70,2013,PDB,False
3vx3,ADP,7.823908740944319,2.10,2013,PDB,False
3zp9,9TH,7.823908740944319,1.31,2013,PDB,False
4ad6,GSY,4.777283528852417,1.85,2013,PDB,False
4kox,CLS,4.772113295386326,1.80,2013,PDB,False
4klv,KLV,3.7817271464285525,1.30,2013,PDB,False
4j8t,DOG,6.774690718274137,2.05,2013,PDB,False
4au7,SAH,4.764471553092451,2.07,2013,PDB,False
3vw2,BER,4.747146969020107,2.34,2013,PDB,False
4kov,KOV,3.752763450493236,1.60,2013,PDB,False
4auj,HNW,7.73754891026957,1.53,2013,PDB,False
4mm5,SRE,7.7447274948966935,3.20,2013,PDB,False
4l4z,D5X,5.6777807052660805,2.30,2013,PDB,False
4dzy,WJ1,5.619788758288394,2.10,2013,PDB,False
4bqh,9VU,5.58838029403677,1.75,2013,PDB,False
4kmz,FOL,8.568636235841012,2.30,2013,PDB,False
4hj2,LZ6,2.530177984021837,2.10,2013,PDB,False
4nxu,ADP,5.537602002101044,2.30,2013,PDB,False
4del,PGH,7.675717544702307,1.58,2013,PDB,False
3vw1,CVI,4.673664139071248,2.21,2013,PDB,False
3vw0,DEQ,4.673664139071248,2.60,2013,PDB,False
4io7,PHE,3.6757175447023074,1.92,2013,PDB,False
2ypo,PHE,4.6777807052660805,2.00,2013,PDB,False
4i1r,LZU,4.645891560852599,2.70,2013,PDB,False
4io8,3FD,6.642065152999546,2.58,2013,PDB,False
4g8o,96P,7.657577319177793,2.71,2013,PDB,False
4g8r,96P,7.657577319177793,2.19,2013,PDB,False
4hso,TYR,4.657577319177793,2.10,2013,PDB,False
4io4,SER,4.610833915635467,1.94,2013,PDB,False
4bkt,QD0,3.619788758288394,2.35,2013,PDB,False
4c6v,TLG,4.591760034688151,2.70,2013,PDB,False
4c6u,TLG,4.591760034688151,2.40,2013,PDB,False
4mr5,1K0,6.600326278518962,1.63,2013,PDB,False
4mr6,1K0,6.600326278518962,1.67,2013,PDB,False
3vvz,RHQ,4.578396073130169,2.51,2013,PDB,False
4bi7,PGA,4.578396073130169,1.60,2013,PDB,False
4mmf,29Q,6.530177984021837,2.70,2013,PDB,False
4hnn,LYS,5.698970004336019,2.40,2013,PDB,False
4efk,0OC,2.494850021680094,1.70,2013,PDB,False
4jfm,1KZ,5.481486060122113,1.02,2013,PDB,False
4ddm,0HO,2.4559319556497243,1.83,2013,PDB,False
4kot,CE3,5.455931955649724,1.55,2013,PDB,False
4nxv,GDP,5.42021640338319,2.30,2013,PDB,False
4mme,29Q,6.497572880015567,2.50,2013,PDB,False
4azi,OAN,7.449038247701824,1.98,2013,PDB,False
4jpy,PHE,4.431798275933005,2.13,2013,PDB,False
4jvb,1M0,7.4089353929735005,1.75,2013,PDB,False
2ypp,TYR,4.4089353929735005,2.30,2013,PDB,False
4ej8,1F1,5.3872161432802645,2.35,2013,PDB,False
4kod,ADP,5.359518563029578,2.96,2013,PDB,False
4ipi,LMR,5.318758762624412,1.75,2013,PDB,False
4kn0,MTX,7.3979400086720375,2.10,2013,PDB,False
4hfp,15U,7.376750709602099,2.40,2013,PDB,False
4mm4,8PR,6.3655227298392685,2.89,2013,PDB,False
4kow,CFX,4.30715308072277,1.45,2013,PDB,False
4bj8,BTN,8.289882634888183,2.40,2013,PDB,False
4ddk,0HN,2.2924298239020637,1.75,2013,PDB,False
4idn,GNP,5.238824186844269,2.25,2013,PDB,False
4hmq,FCE,8.236572006437063,2.10,2013,PDB,False
4kn2,LYA,7.267606240177032,2.60,2013,PDB,False
4azb,OAN,7.238899461041858,2.10,2013,PDB,False
4jmx,IM2,7.20690839982342,2.55,2013,PDB,False
4jpx,PHE,5.154901959985743,1.55,2013,PDB,False
4h85,HRI,5.154901959985743,2.10,2013,PDB,False
4ejl,IOP,5.142667503568732,2.44,2013,PDB,False
4h81,WJ2,5.1249387366083,2.05,2013,PDB,False
4cgi,NZL,3.123782159408358,2.07,2013,PDB,False
4azg,OAN,7.102098125731772,2.40,2013,PDB,False
4h7q,COI,5.055517327849832,2.10,2013,PDB,False
4jym,KKN,5.043351420794797,1.35,2013,PDB,False
