[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond],complex_id,smiles
3qtv,06P,4.647817481888637,1.63,2012,PDB,False,3qtv_06P,C[n+]1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)N
5fcw,5YA,6.522878745280337,1.98,2016,PDB,False,5fcw_5YA,c1ccc2c(c1)cccc2c3ccc(cc3)C(=O)NO
5w0e,9U4,9.0268721464003,1.41,2018,PDB,False,5w0e_9U4,CNC(=O)N1CCc2c(c(nn2C3CCOCC3)N4CCCc5c4cc(c(c5)c6cnn(c6)C)C(F)F)C1
4jmu,1ML,5.468521082957745,2.0,2013,PDB,False,4jmu_1ML,CC1CCC(CC1)C(=O)N(c2ccc(cc2C(=O)O)Oc3ccc(cc3)NC(=O)c4ccc(cc4)OC)C(C)C
3wf6,FZ9,7.481486060122112,2.03,2014,PDB,False,3wf6_FZ9,c1ccc2c(c1)c(c[nH]2)C3=CCN(CC3)c4c5cn[nH]c5ncn4
1q3w,ATU,8.397940008672037,2.3,2003,PDB,False,1q3w_ATU,c1ccc2c(c1)-c3c(c4cc(ccc4[nH]3)[N+](=O)[O-])CC(=O)N2
3h0v,M2T,4.823908740944319,2.24,2009,PDB,False,3h0v_M2T,CS(C)C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O
3dkf,SX8,8.568636235841012,1.8,2009,PDB,False,3dkf_SX8,Cn1cc(cn1)c2ccc3nnc(n3n2)Sc4ccc5c(c4)cccn5
2ccc,LFN,7.755228238504705,1.7,2006,PDB,False,2ccc_LFN,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C
5os1,A7H,3.306273051076353,1.9,2017,PDB,False,5os1_A7H,CCOc1ccc2c(c1)sc(n2)C
6ncn,KJM,3.0457574905606752,1.82,2019,PDB,False,6ncn_KJM,[H]/N=C(\C1(CCC1)c2cccc(c2)Cl)/N
1e34,TPX,2.87942606879415,1.8,2000,PDB,True,1e34_TPX,CC[C@H](C=O)[C@@H](CNS(=O)(=O)c1ccc(cc1)C)C(=O)O
3gs7,8BD,5.443697499232713,1.8,2009,PDB,False,3gs7_8BD,COc1ccccc1\C=N/OCCC(=O)O
2ohv,NHL,6.455931955649724,2.5,2007,PDB,False,2ohv_NHL,c1ccc2cc(ccc2c1)C[C@@H](C[C@H](C(=O)O)N)C(=O)O
5ap3,AU5,7.031517051446065,2.7,2015,PDB,False,5ap3_AU5,CN1CCC(CC1)Oc2ccc(c(c2)OC)Nc3ncc4c(n3)N(C(=O)N4C)C5CCCC5
2fqy,ADN,6.568636235841013,1.9,2006,PDB,False,2fqy_ADN,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
5oq8,A0Q,5.85078088734462,2.0,2017,PDB,False,5oq8_A0Q,CN1CCN(CC1)c2ccc(c(c2)C(=O)Nc3cccnc3)OCc4ccccc4
2c5y,MTW,6.6020599913279625,2.25,2006,PDB,False,2c5y_MTW,c1cc(cc(c1)C2=N/C(=N\c3cccc(c3)[N+](=O)[O-])/N=CC2)Cn4cncn4
3oil,VZ5,5.6777807052660805,1.5,2011,PDB,False,3oil_VZ5,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
1mm7,QUS,7.698970004336019,1.65,2003,PDB,False,1mm7_QUS,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1
4jsr,1NQ,8.397940008672037,1.7,2013,PDB,False,4jsr_1NQ,CCNC(=O)c1ccc(s1)C(=O)NCCC2CCN(CC2)c3c4c(cc(s4)C(=O)N)ncn3
2uzn,C96,7.522878745280337,2.3,2007,PDB,False,2uzn_C96,[H]/N=C/1\NC(=O)/C(=C(\C)/c2ccc(o2)c3ccc(cc3)S(=O)(=O)N)/S1
5m3a,7E7,5.698970004336019,1.65,2017,PDB,False,5m3a_7E7,Cc1nnc2n1nc(cc2)c3cnn(c3Oc4ccccc4)C
6chn,F1D,7.958607314841775,2.03,2018,PDB,False,6chn_F1D,CC1=Nc2nc(nn2C(=O)C1)N[C@H](CC#N)c3cccc(c3)OC4CCN(CC4)C(=O)OC
3re4,TO1,7.397940008672037,2.0,2012,PDB,False,3re4_TO1,c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N
2fw3,BUI,6.42021640338319,2.5,2007,PDB,False,2fw3_BUI,CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C
1rs2,209,4.301029995663981,2.31,2004,PDB,False,1rs2_209,CN1c2c(nc([nH]2)N)C(=O)N(C1=O)C
4jyu,1OK,8.0,1.8,2013,PDB,False,4jyu_1OK,CCOc1cc(ccc1OC(C)C)[C@H](C(=O)NS(=O)(=O)c2ccccc2)Nc3ccc4c(c3)ccnc4N
3rxo,SW2,4.079354998593212,1.6,2011,PDB,False,3rxo_SW2,c1ccn(c1)c2cccc(c2)CN
6qef,HZW,7.221848749616356,1.79,2019,PDB,False,6qef_HZW,c1ccc(cc1)N2CC[C@@](C2=O)(C(=O)NCc3cc(cc(c3)Cl)F)O
4fnn,STE,7.565431095965801,2.24,2012,PDB,False,4fnn_STE,CCCCCCCCCCCCCCCCCC(=O)O
1k6v,XN2,6.920818753952375,2.0,2002,PDB,False,1k6v_XN2,C[C@H](c1ccccc1)[C@H](C[C@@H](C[N@@]2CC[N@](C[C@H]2C(=O)NC(C)(C)C)Cc3ccc4c(c3)OCO4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O
1v2l,BEN,4.292429823902063,1.6,2004,PDB,False,1v2l_BEN,[H]/N=C(\c1ccccc1)/N
2oc0,HU1,7.823908740944319,2.3,2007,PDB,True,2oc0_HU1,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C3CCCCC3)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC4CCC4)C(=O)C(=O)N)C
5zh5,9CX,5.333482019445119,3.08,2018,PDB,False,5zh5_9CX,C[C@H]1CCC[C@@H](O1)C[C@@H]2Cc3cc(cc(c3C(=O)O2)O)O
5lpd,71U,10.154901959985745,1.5,2017,PDB,False,5lpd_71U,c1cc(c(cc1Cl)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC3CCCCC3)N)CN
3vdc,IPT,4.920818753952375,2.55,2012,PDB,False,3vdc_IPT,CC(C)S[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
1c1v,BAB,7.638272163982407,1.98,2000,PDB,False,1c1v_BAB,c1cc2c(cc1C(=[NH2+])N)[nH]c([nH+]2)Cc3[nH]c4cc(ccc4n3)C(=[NH2+])N
5nxv,9E2,8.455931955649724,1.1,2018,PDB,False,5nxv_9E2,Cc1c(c(nn1CC(=O)Nc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-])Cl
3cfn,2AN,5.0,1.87,2009,PDB,False,3cfn_2AN,c1ccc(cc1)Nc2cccc3c2c(ccc3)S(=O)(=O)O
1b4d,CRA,4.806875401645538,2.0,1998,PDB,False,1b4d_CRA,COC(=O)N[C@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C(=O)N
4a7b,3W5,7.400116927926312,2.2,2011,PDB,False,4a7b_3W5,c1cc(ccc1C#C[C@@]2(CN3CCC2CC3)O)Oc4ccc(cc4)C(=O)N[C@H]5CCCS(=O)(=O)C5
4ktc,1X3,9.0,2.3,2013,PDB,False,4ktc_1X3,c1ccc2c(c1)CCN(C2)C(=O)O[C@@H]3C[C@H]4C(=O)N[C@@]5(C[C@H]5CCCCCCC[C@@H](C(=O)N4C3)NC(=O)OC6CCCC6)C(=O)NS(=O)(=O)C7CC7
4iax,LIZ,9.563837352959244,1.9,2013,PDB,False,4iax_LIZ,c1cc(ccc1C[C@H](C[N@](CC(=O)O)[C@H]2CCCC[C@@H]2N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)NC(=S)NC(CO)(CO)CO
3fzr,3JZ,7.958607314841775,2.7,2009,PDB,False,3fzr_3JZ,CN(c1ccccc1CNc2c(cnc(n2)Nc3ccc4c(c3)CC(=O)N4)C(F)(F)F)S(=O)(=O)C
1lee,R36,7.744727494896693,1.9,2002,PDB,False,1lee_R36,Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](CC(C)C)NC(=O)c3cccc(c3)N)O)C
3ttz,07N,8.397940008672037,1.63,2011,PDB,False,3ttz_07N,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl
5law,6SJ,7.096910013008056,1.64,2016,PDB,False,5law_6SJ,c1cc(cc(c1)Cl)[C@H]2[C@H]3[C@H](CCN3CC(=O)O)N([C@]24c5ccc(cc5NC4=O)Cl)CC6CC6
6gj6,EZZ,4.698970004336019,1.76,2019,PDB,False,6gj6_EZZ,CN(C)Cc1c(c2ccccc2[nH]1)[C@@H]3c4cc(ccc4C(=O)N3)O
5a14,LQ5,7.301029995663981,2.0,2015,PDB,False,5a14_LQ5,CN1CCN(CC1)Cc2ccc(cc2C(F)(F)F)NC(=O)Nc3ccc(cc3)Oc4ccnc(n4)N
4xrq,1B0,6.634512015109101,1.95,2015,PDB,False,4xrq_1B0,Cc1c(c2ccccc2[nH]1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(C)c4ccccc4
4yw6,G0P,7.080921907623926,1.4,2015,PDB,False,4yw6_G0P,c1cc(ccc1C(=O)N[C@@H](CCCCN)C(=O)N2CCCC2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O
6bmx,DYV,4.723538195826756,2.42,2018,PDB,False,6bmx_DYV,COc1cccc(c1O)c2nnc3n2-c4ccccc4C(=O)N3Cc5ccc(cc5Cl)C(=O)N6CCC[C@H]6C(=O)O
1dth,BAT,8.221848749616356,2.0,1997,PDB,False,1dth_BAT,CC(C)C[C@H]([C@H](CSc1cccs1)C(=O)NO)C(=O)N[C@@H](Cc2ccccc2)C(=O)NC
4jfj,1KU,5.6777807052660805,1.08,2013,PDB,False,4jfj_1KU,COc1ccc(cc1OC)OCCN2CC[C@H]3CCC[C@@H](C2=O)[N@@]3S(=O)(=O)c4ccc5c(c4)scn5
2qoe,448,7.602059991327962,2.3,2007,PDB,False,2qoe_448,C[C@@H]1c2nc(nn2CCN1C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N)C(F)(F)F
6cki,FZJ,7.244125144327507,2.95,2018,PDB,False,6cki_FZJ,CC1(NC(=O)C2=CC=C(C(=O)N21)Nc3ccncn3)C
5lxb,7A9,9.769551078621726,2.34,2016,PDB,False,5lxb_7A9,c1cc2c3c(c1)C(=O)N(C[C@@H]3CCC2)[C@@H]4CN5CCC4CC5
2ftd,ILI,10.387216143280265,2.55,2007,PDB,True,2ftd_ILI,C[C@@H]1C=C[C@@H]([C@H](CN1S(=O)(=O)c2ccccn2)O)NC(=O)[C@H](CC(C)C)NC(=O)c3cc4ccccc4o3
5lwm,79T,8.872895201635192,1.55,2016,PDB,False,5lwm_79T,CN(C)C(=O)C(=Cc1ccc(o1)c2nc3cnc4c(c3n2C5CCCCC5)cc[nH]4)C#N
2oj9,BMI,6.4089353929735005,2.0,2007,PDB,False,2oj9_BMI,Cc1cc(cc2c1[nH]c(n2)C3=C(C=CNC3=O)NCc4ccccn4)n5ccnc5
3hec,STI,4.468521082957745,2.5,2009,PDB,False,3hec_STI,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
3ho9,N3A,6.102922996790579,1.9,2010,PDB,False,3ho9_N3A,C[C@@]1([C@@H]2C[C@@H]3C[C@H]([C@]2(CC3=C)C=CC1=O)O)CCC(=O)Nc4c(ccc(c4O)C(=O)O)O
5yso,90C,7.397940008672037,2.5,2018,PDB,False,5yso_90C,CC(C)N1CCN(CC1)c2ccc(cc2)C(=C(CCCO)c3ccccc3)c4ccc(cc4)O
2whp,HI6,4.0,2.2,2009,PDB,False,2whp_HI6,c1cc[n+](c(c1)\C=N\O)COC[n+]2ccc(cc2)C(=O)N
5i5z,68U,9.045757490560677,2.6,2016,PDB,False,5i5z_68U,CNC(=O)c1ccc2cncc(c2n1)c3ccc4c(c3)CS(=O)(=O)N4C
5qag,Q2R,3.6989700043360183,2.3,2018,PDB,False,5qag_Q2R,COC(=O)c1ccccc1c2cccc(c2)C(=O)O
4qms,1N1,5.130768280269024,1.88,2015,PDB,False,4qms_1N1,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl
4ual,3FV,8.397940008672037,1.71,2014,PDB,False,4ual_3FV,c1ccnc(c1)c2c(c[nH]n2)NC(=O)c3c(cn(n3)C4CCNCC4)Cl
1zeo,C01,6.6777807052660805,2.5,2006,PDB,False,1zeo_C01,CCCc1cc2c(c(c1O[C@@H](c3ccc(cc3)C(C)C)C(=O)[O-])CCC)ON(C2=O)C
6qw8,MK7,6.3979400086720375,1.1,2019,PDB,False,6qw8_MK7,C1C[C@H](N(C[C@@H]1NOS(=O)(=O)O)C=O)C(=O)NC2CCNCC2
6e4c,HRJ,9.920818753952377,2.35,2019,PDB,False,6e4c_HRJ,Cc1cc(ccc1C2=CC(=O)C(=C(N2)C(=O)O)O)C3=NOC(=O)N3
2za5,2FF,8.431798275933005,2.3,2008,PDB,False,2za5_2FF,c1ccc(cc1)C#Cc2ccc(o2)C(=O)N3CCC4(CC3)COc5c4cc(cc5)CN
6qqz,JEB,6.7447274948966935,1.7,2019,PDB,False,6qqz_JEB,c1cc(cnc1)Cn2ccc3c2cc(cc3)c4c(c([nH]n4)N)C#N
6p5v,O37,6.698970004336019,1.4,2019,PDB,False,6p5v_O37,CCN1c2c(c(nn2[C@H]3CCC=CC3)C)[C@@H]([C@@H](C1=O)NC(=O)c4cccc(c4)C)c5ccc(cc5)F
6prf,7OA,8.602059991327963,1.21,2019,PDB,False,6prf_7OA,CC(C)CN(C[C@H]([C@H](Cc1cc(cc(c1)F)F)NC(=O)O[C@H]2[C@@H]3C[C@@H]4[C@H]2CO[C@@H]4OC3)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7
2xc4,IVK,8.045757490560675,1.67,2010,PDB,False,2xc4_IVK,c1cc(ccc1NC(=O)[C@H]2C[N@@](C[C@@H]2C(=O)Nc3ccc(cc3F)N4C=CC=CC4=O)CC(F)(F)F)Cl
2v5a,LZL,6.823908740944319,2.31,2009,PDB,False,2v5a_LZL,c1ccc(cc1)c2cc3cnc(nc3nc2N4CC=CC4)N
5e8w,STU,4.3872161432802645,1.86,2016,PDB,False,5e8w_STU,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
4xxs,SI5,7.2839966563652,1.86,2015,PDB,False,4xxs_SI5,Cn1cc(cn1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(cc4F)F)N
1c86,OPA,4.698970004336019,2.3,2000,PDB,False,1c86_OPA,C1COCc2c1c(c(s2)NC(=O)C(=O)O)C(=O)O
6dys,HJ1,4.248720896016658,2.3,2019,PDB,False,6dys_HJ1,c1cc(c(cc1CCNC(=O)CCN)O)O
3iu8,T03,6.236572006437063,1.85,2010,PDB,False,3iu8_T03,c1cc(ccc1CSc2[nH]cnn2)F
5unh,8EM,9.455931955649724,2.9,2017,PDB,False,5unh_8EM,CCCC1=Nc2ccc(cc2C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)N(Cc6ccco6)C(=O)c7ccccc7
2wbb,RO3,6.036212172654444,2.22,2009,PDB,False,2wbb_RO3,Cc1ccc(cc1)S(=O)(=O)NC(=O)N=C2NC=C(S2)Br
3zmj,L61,4.931443104927637,2.3,2013,PDB,True,3zmj_L61,CC(C)COC(=O)N[C@H](CC=O)c1ccccc1
4awg,CI3,5.958607314841775,2.6,2012,PDB,False,4awg_CI3,c1ccc(cc1)CN2CCC[C@@](C2)(Cc3ccc(cc3)Cl)C(=O)/C=C(/C(=O)O)\O
3gw5,72X,9.327902142064282,2.0,2009,PDB,False,3gw5_72X,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@](CCCCOC)(c3cccc(c3)Cl)O
4iid,NOJ,5.619788758288394,2.3,2013,PDB,False,4iid_NOJ,C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O
4qzx,04C,6.257274868695301,2.6,2015,PDB,True,4qzx_04C,C[C@H](CO)[C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccc(cc2)OC)NC(=O)[C@H](C)NC(=O)CN3CCOCC3)O
2g00,4QC,9.744727494896694,2.1,2006,PDB,False,2g00_4QC,CN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5cccc(c5)C(=O)N)C3=O
1tnl,TPA,1.8761483590329144,1.9,1994,PDB,False,1tnl_TPA,c1ccc(cc1)[C@H]2C[C@@H]2[NH3+]
4at5,MUJ,7.42021640338319,1.71,2012,PDB,False,4at5_MUJ,COc1ccc(cc1)COc2ccc(cc2OC)Cc3cnc(nc3N)N
4q9s,30G,3.8068754016455375,2.07,2014,PDB,False,4q9s_30G,c1ccc2c(c1)N3CC(=O)NN=C3CO2
6dug,K5C,8.267606240177031,2.23,2018,PDB,False,6dug_K5C,Cc1cc(cc(c1Oc2c3c(ccs3)nc(n2)NC4CCN(CC4)Cc5ccc(cc5)S(=O)(=O)N)C)/C=C/C#N
1hty,TRS,1.3979400086720375,1.4,2002,PDB,False,1hty_TRS,C(C(CO)(CO)[NH3+])O
6f3b,CJK,6.56336036830734,1.4,2018,PDB,False,6f3b_CJK,Cc1ccc(cc1)CNC(=O)Nc2cc(ccc2O)S(=O)(=O)N
5osl,A9K,3.425968732272281,1.95,2018,PDB,False,5osl_A9K,c1ccc(c(c1)c2ccc(cc2Cl)CN)O
6qra,JDK,6.1487416512809245,1.71,2019,PDB,False,6qra_JDK,c1cc(ccc1Cn2ccc3c2cc(cc3)c4cc([nH]n4)N)CN5CCCCC5
4r02,3E5,7.4089353929735005,2.5,2014,PDB,True,4r02_3E5,Cc1ccc(c(c1)C)NC(=O)[C@H]([C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)O
4w9j,3JH,6.230622673923862,2.2,2014,PDB,False,4w9j_3JH,Cc1c(scn1)c2ccc(cc2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)O
3dcc,D9Z,8.958607314841775,1.6,2009,PDB,False,3dcc_D9Z,c1ccc(c(c1)c2nnc(s2)S(=O)(=O)N)Cl
4zpe,4QA,6.346787486224656,1.7,2015,PDB,False,4zpe_4QA,CC(C)Oc1cccc(c1)CN2CCC3(CC2)C(=NC(=O)N3c4cccc(c4)F)NC5CCCCC5
3vbv,0FK,5.0,2.08,2012,PDB,False,3vbv_0FK,c1cc2ccc(nc2c(c1)O)C(=O)N
4mi6,26V,4.312649430441972,1.9,2014,PDB,False,4mi6_26V,c1cc2c(cc1CCCC(=O)N[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCCC2
4azb,OAN,7.238899461041858,2.1,2013,PDB,False,4azb_OAN,CC(=O)N[C@@H]\1[C@H]([C@@H]([C@H](O/C1=N\OC(=O)Nc2ccccc2)CO)O)O
2xbw,455,8.0,1.72,2010,PDB,False,2xbw_455,c1cc(ccc1NC(=O)[C@H]2C[N@@](C[C@@H]2C(=O)Nc3ccc(cc3F)N4C=CC=CC4=O)S(=O)(=O)N)Cl
3t3v,BK4,8.522878745280337,2.04,2012,PDB,False,3t3v_BK4,CC(C)n1c2c(c(n1)c3ccc4cc(ccc4c3)OC)c(ncn2)N
5n1p,8GK,4.6020599913279625,1.45,2018,PDB,False,5n1p_8GK,c1ccc2c(c1)cccc2C(=O)NO
4ow0,S88,6.823908740944319,2.1,2014,PDB,False,4ow0_S88,C[C@H](c1cccc2c1cccc2)N3CCC(CC3)C(=O)NCc4cccc(c4)F
2psj,CEI,7.698970004336019,1.8,2007,PDB,False,2psj_CEI,c1ccc(cc1)Cc2c(ncc(n2)c3ccc(cc3)O)NC(=O)Cc4ccc(cc4)O
5q12,9MA,5.333482019445119,2.0,2017,PDB,False,5q12_9MA,Cc1cccc(c1Nc2c(nc3n2c(ccc3)C)c4c(cccc4F)F)C
2pnc,CLU,3.33161408331,2.4,2008,PDB,False,2pnc_CLU,c1cc(c(c(c1)Cl)N=C2NCCN2)Cl
1bqm,HBY,7.346787486224656,3.1,1999,PDB,False,1bqm_HBY,CC(C)OC(=O)N1c2cc(ccc2NC(=S)[C@@H]1CSC)OC
5sy3,74Z,4.366531544420414,2.3,2016,PDB,False,5sy3_74Z,c1cc(oc1)CNc2c3c4c(sc3ncn2)CCCC4
1ebw,BEI,9.045757490560677,1.81,2002,PDB,False,1ebw_BEI,CC[C@H](C)[C@@H](C(=O)NC)NC(=O)[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC)OCc1ccccc1)O)O)OCc2ccccc2
3o5n,BR0,4.764471553092451,1.83,2011,PDB,False,3o5n_BR0,c1cc(c2c(c1C(=O)O)N[C@H]([C@@H]3[C@H]2C=CC3)C(=O)O)[N+](=O)[O-]
6o95,LSV,8.292429823902063,1.77,2019,PDB,False,6o95_LSV,C[C@@]1(Cc2cc(c(cc2O1)N3CCOCC3)NC(=O)c4cnn5c4nccc5)CO
4j0p,1H8,7.292429823902063,1.97,2013,PDB,False,4j0p_1H8,C[C@]1(CCOC(=N1)N)c2cc(ccc2F)NC(=O)c3ccc(cn3)C#N
1qf1,TI1,7.318758762624412,2.0,1999,PDB,False,1qf1_TI1,CCCCC[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O)S
1lhw,ESM,9.079876673709276,1.75,2002,PDB,False,1lhw_ESM,C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)OC
3eio,AJH,6.651695136951839,2.0,2008,PDB,False,3eio_AJH,c1cc(ccc1C(=O)N2CCCN(CC2)C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N)C(=O)O
3kku,B95,5.698970004336019,1.28,2010,PDB,False,3kku_B95,c1ccc2c(c1)[nH]c(n2)CCNC(=O)COc3ccccc3Br
3chs,4BU,7.769551078621726,2.55,2008,PDB,False,3chs_4BU,c1ccc(cc1)[C@@H](COc2ccc(cc2)NC(=O)CC[C@@H](C(=O)O)N)O
4rxa,3F2,5.7447274948966935,2.2,2015,PDB,False,4rxa_3F2,c1cc(cc(c1)NC(=O)c2ccc(cc2)c3ccc(cc3)C(=O)Nc4cccc(c4)C5=NCCN5)C6=NCCN6
2vtl,LZ5,4.013228265733755,2.0,2008,PDB,False,2vtl_LZ5,c1ccc(cc1)NC(=O)c2cc[nH]n2
5hkb,64L,5.585026652029182,1.65,2016,PDB,False,5hkb_64L,CC(C)c1cc(ccc1O)Oc2c(cc(cc2Br)NC(=O)CC(=O)O)Br
2x2r,X2O,7.1180450286604,2.2,2011,PDB,False,2x2r_X2O,CC[C@@H](C)C(c1ccccc1)(c2ccccc2)SC[C@@H](C(=O)O)N
4o10,2QF,7.107905397309519,1.55,2014,PDB,False,4o10_2QF,c1cc2cc(ccn2c1)C(=O)NCc3ccc(cc3)S(=O)(=O)c4cc(cc(c4)F)F
4j5e,7B7,4.943095148663527,0.99,2014,PDB,False,4j5e_7B7,COc1ccccc1[C@H]2CCCN2C(=O)CNC(=O)NCc3ccc(cc3)N
5oss,AEZ,4.548213564475709,1.7,2018,PDB,False,5oss_AEZ,c1[nH]c2c(n1)[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O
3fh8,27P,6.7447274948966935,1.67,2010,PDB,False,3fh8_27P,c1ccc(cc1)Cc2ccc(cc2)OCCN3CCCC3
4qga,31Z,7.920818753952375,1.94,2014,PDB,False,4qga_31Z,CC1=CN(C(=O)NC1=O)[C@H]2CCCN(C2)Cc3ccc(c(c3F)Oc4cccc(c4)Cl)C(=O)O
5kbe,IPH,6.337242168318426,2.5,2016,PDB,False,5kbe_IPH,c1ccc(cc1)O
4d2w,NF5,4.508638306165727,1.92,2014,PDB,False,4d2w_NF5,c1cc(ccc1C(=O)Nc2ccc3c(c2)CCNCC3)Br
6hvv,GT8,6.667561540084395,2.7,2019,PDB,True,6hvv_GT8,C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)OC)C(=O)N[C@@H](CCC2CCCCC2)[C@H](C(C)(C)O)O)NC(=O)CN3CCOCC3
4rx5,3YO,8.522878745280337,1.36,2015,PDB,False,4rx5_3YO,Cc1c(ccc(c1NC(=O)c2cc3ccccc3s2)F)C4=NNC(=O)C(=C4)Nc5cc6n(n5)CCN(C6)C
6elo,BAW,6.289036881004725,1.8,2018,PDB,False,6elo_BAW,CCc1cc(c(cc1O)O)c2c(c(n[nH]2)C)c3ccccc3F
6qeg,K4K,7.301029995663981,2.08,2019,PDB,False,6qeg_K4K,c1ccc(cc1)N2CC[C@@](C2=O)(C(=O)NCCc3cccs3)O
4iie,CGB,2.337242168318426,2.0,2013,PDB,False,4iie_CGB,C1C[C@]2([C@H]([C@@H]([C@H]([C@@H]1N2)O)O)O)O
4bb4,32W,6.721246399047171,1.65,2013,PDB,False,4bb4_32W,COCCNC(=O)c1ccc(cc1)Nc2ncc3cc(ccc3n2)c4ccncc4
4gfm,0X2,7.221848749616356,2.3,2013,PDB,False,4gfm_0X2,c1cc(c(c(c1)Cl)C(=O)NC2=CC(=O)N=CC2)Cl
2fyv,W72,3.5228787452803374,1.9,2006,PDB,False,2fyv_W72,C1[C@H]([C@@H]([C@H]([N@@]1C[C@@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)CO)O)O
4n99,2J1,3.665546248849069,2.3,2013,PDB,False,4n99_2J1,c1c2c(cc(c1Cl)C(=O)O)[nH]c3c2CCCC3
3mv0,149,3.853871964321762,2.2,2011,PDB,False,3mv0_149,C([C@@H]1[C@@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
2xxw,GLU,6.4089353929735005,2.3,2011,PDB,False,2xxw_GLU,C(CC(=O)O)[C@@H](C(=O)O)N
1c83,OAI,4.853871964321762,1.8,2000,PDB,False,1c83_OAI,c1c[nH]c2c1cc(c(c2)NC(=O)C(=O)O)C(=O)O
1bnt,AL2,9.795880017344077,2.15,1999,PDB,False,1bnt_AL2,COc1ccc(cc1)[N@@]2C[C@@H](c3cc(sc3S2(=O)=O)S(=O)(=O)N)O
2bmc,MPY,7.568636235841013,2.6,2005,PDB,False,2bmc_MPY,CCc1cccc(c1NC(=O)n2cc\3c(c2)N=N/C3=N/C(=O)c4ccc(cc4)N5CCN(CC5)C)CC
3b65,3B6,9.267606240177033,1.8,2008,PDB,False,3b65_3B6,C[C@](COc1ccc(cc1)C#N)(C(=O)Nc2ccc(c(c2)I)C#N)O
3qrj,919,8.397940008672037,1.82,2011,PDB,False,3qrj_919,CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC
4xdo,OGA,4.075720713938118,1.97,2015,PDB,False,4xdo_OGA,C(C(=O)O)NC(=O)C(=O)O
